Country ,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ukraine,UKR,6790.330547,6416.127202,5908.841726,5185.4465,4101.842979,3706.109688,3426.848863,3412.312261,3415.545028,3490.68835,3817.510547,4303.35667,4646.840744,5225.772428,6062.087656,6485.633061,7227.729835,8033.265679,8423.700146,7267.415871,7664.396582,8281.867126,8481.779747,8647.990381,8710.749383,7972.435611,8289.707288,8693.693649,9249.462135,
Upper middle income,UMC,3409.172823,3522.468803,3613.707603,3850.800044,4007.898251,4197.511526,4438.746221,4698.12819,4848.106771,5030.085186,5419.379683,5685.945148,5999.113089,6426.217867,7093.957643,7829.773016,8834.500571,9858.6181,10778.05952,11076.71832,12005.33229,13106.17993,13961.78921,14775.60401,15558.41838,16098.98468,16850.03067,17910.42392,19028.86276,
Uruguay,URY,6386.691086,6788.175139,7439.379631,7760.751569,8441.450318,8432.761509,9001.665154,9870.342512,10366.26816,10259.14437,10249.7381,10054.52709,9422.245715,9681.415106,10446.4655,11574.32289,12399.89304,13540.07137,14756.47578,15456.18466,16808.28488,17993.44754,18930.9673,20094.29378,21069.23438,21300.97607,21820.25901,22728.13475,23572.17746,
United States,USA,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.139,32853.67698,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.96768,48382.55845,47099.98047,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,59927.92983,62794.58565,
Uzbekistan,UZB,2499.383715,2516.952453,2233.019408,2183.169974,2072.747689,2059.610923,2092.568049,2197.520526,2280.804656,2387.352928,2499.496162,2627.207489,2741.054692,2876.463685,3137.531025,3420.094331,3740.23256,4145.109337,4533.914272,4853.690566,5136.234068,5502.049022,5933.17607,6394.541435,6866.481774,7327.832069,7723.937506,8084.651372,8556.051512,
St. Vincent and the Grenadines,VCT,3619.212246,3773.84783,4099.378711,4371.537696,4408.360424,4851.199913,5006.345272,5275.171667,5557.541944,5792.928268,6018.054836,6248.683949,6736.242394,7373.343424,7873.038743,8312.448941,9223.366048,9795.376157,10155.83137,10028.25893,9807.792586,9965.064507,10285.2807,10639.2469,10948.04925,11182.83559,11486.90066,11782.722,12287.9755,
"Venezuela, RB",VEN,9486.936761,10513.74957,11149.09409,11194.6126,10927.08535,11355.64985,11306.35128,11991.87418,11927.06251,11160.618,11609.45843,12040.82557,10946.51197,10103.47423,12062.7375,13495.61258,15038.96211,16549.8039,17512.66493,16840.28222,16541.55868,17319.28961,18343.47989,18648.62405,18102.46829,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,945.8703268,1014.537312,1104.367617,1197.855215,1307.149354,1437.30713,1575.959633,1709.896773,1805.815779,1896.98947,2048.363759,2200.02024,2353.000468,2538.163204,2777.246874,3051.608497,3332.143253,3631.182562,3874.039234,4074.18424,4342.751917,4662.223052,4949.131363,5253.397519,5613.627304,5989.75769,6365.289485,6857.984044,7447.814334,
Vanuatu,VUT,1654.986462,1716.157872,1749.075218,1752.304542,1899.661094,1912.177136,1951.175232,2044.257776,2119.046609,2117.833916,2247.43859,2166.861084,2037.99834,2110.139082,2196.248102,2326.010727,2537.567155,2676.832698,2837.237368,2882.471224,2888.738336,2905.904722,2930.914618,2956.516263,2997.943089,2954.966829,3011.853589,3123.565004,3221.149823,
World,WLD,5498.504312,5681.151567,5848.111472,6037.767326,6271.839863,6528.332109,6814.630865,7103.819124,7277.612176,7536.265624,7986.020966,8260.908486,8552.194532,8917.190394,9519.452015,10132.56139,10959.07067,11721.8335,12260.65738,12232.98526,12876.52253,13592.33638,14152.53959,14764.10168,15342.94675,15815.028,16358.48564,17151.60105,17948.41704,
Samoa,WSM,2397.690956,2404.131068,2431.862164,2566.286927,2530.60681,2734.052454,2964.615893,3019.213271,3106.29067,3205.724084,3487.169815,3790.586688,3994.694834,4226.80407,4513.226983,4816.581754,5027.896853,5454.115605,5579.016217,5313.757658,5360.970497,5655.137334,5480.605903,5505.993493,5570.620519,5831.525656,6336.645501,6495.387727,6483.534228,
Kosovo,XKX,,,,,,,,,,,3688.088054,4782.379635,4820.69745,5200.329414,5476.113407,5983.3044,6390.420478,6983.8792,7249.40936,7506.89862,7782.875107,8222.285712,8547.652384,8903.763429,9194.741819,9781.019679,10208.8579,10756.66346,11348.36345,
"Yemen, Rep.",YEM,2223.028771,2325.263661,2443.920401,2472.188808,2569.648739,2657.813447,2730.145147,2829.866193,2946.082495,3015.154886,3181.383522,3278.903531,3363.240378,3452.738165,3581.824687,3789.889382,3915.384569,4038.655597,4148.556849,4221.413776,4472.726448,3876.302619,3935.167105,4084.882967,4045.500031,3320.110156,2827.691023,2645.308383,2575.126385,
South Africa,ZAF,6424.502215,6414.057923,6261.716184,6331.77758,6520.866604,6719.583315,7000.801619,7179.806651,7180.857025,7348.952257,7719.255957,7994.262425,8315.442736,8613.587442,9136.414314,9796.154549,10524.34606,11240.26037,11667.84983,11416.00169,11728.16049,12179.17419,12488.21557,12815.72707,13090.47683,13185.25328,13188.02962,13438.28289,13686.88236,
Zambia,ZMB,1517.926292,1528.781247,1499.340446,1600.347799,1457.627696,1493.123972,1572.973238,1616.492883,1584.006801,1636.148309,1691.967387,1773.963693,1835.247757,1948.531639,2087.213343,2248.465939,2434.454195,2637.277877,2819.650593,3017.024571,3269.794329,3419.01046,3634.780353,3765.584162,3893.549478,3927.761816,3998.004435,4090.12004,4223.906936,
Zimbabwe,ZWE,1829.677575,1949.732966,1777.843425,1807.2257,1986.02816,2004.362417,2227.060619,2303.829588,2377.832245,2377.12842,2344.271146,2421.530752,2235.360895,1885.511354,1818.104977,1759.358119,1738.51425,1705.901346,1417.507098,1581.161558,1888.566739,2168.110293,2534.541919,2583.985638,2648.568967,2679.580317,2687.385429,2825.725122,3029.793005,
